,directory,hotel,review,score,sentiment
2027,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/524188437.html,Wild Rose Inn,"""This place reminded me of the old eastern houses of old - except I can never figure out how they managed to get a bathroom in every room.  The inn was well appointed with antiques and Maritime Charm.  The owners are very nice and quite helpful.  We enjoyed our stay.  The only minor draw backs were the train noise around midnight and the breakfast.  The place needs a cook.  I can not recommend the breakfast.",4,positive
2028,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/178206263.html,Wild Rose Inn,"""We arrived very late from Prince Edward Island, and the hosts had thoughtfully posted a welcoming note on the main entrance directing us to our lovely room upstairs. The breakfast was very good and the backyard setting pleasant to look at, including the free range chickens!   We didn't expect to see the golf course, which was very busy in the morning.  Our only regret is that we were just passing through and had such a short  stay.",5,positive
2029,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/703005762.html,Wild Rose Inn,"""My husband and I arrived by motorcycle on a Saturday night without reservations at any lodging establishments in the city. We attempted several times to get lodgings at hotels that we are familiar with and would be very convenient to walk to wherever we wanted to get to. Unfortunately or fortunately depending on how you look at it the rooms were all booked up. TripAdvisor had positive reviews of The Wild Rose Inn And we were so lucky that a guest had just canceled his room because of car trouble. This is a off the beaten path not near commercial zones and as you\u2019re driving there or you hope that it\u2019s all going to be OK. We were pleasantly surprised to be greeted by a warm and friendly owner and a lovely lovely property. It\u2019s directly across from a golf course which looks beautiful. The grounds are well cared for and loved, clearly. The inside is charming, and impeccably clean! The rooms all have private baths. I took great joy out of soaking in the deep tub. The breakfast in the morning was more than substantial. Fresh fruit, yogurt, cereal, and the owner would prepare hot food upon request. I would definitely come here again if I was in the area. It was very quiet and peaceful. If you wanted to go downtown it was very easy to get there.",5,positive
2030,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/442558488.html,Wild Rose Inn,"""Excellent surroundings and very cozy surroundings to celebrate our Anniversary stay.  Check out the special room and meal special.  Well worth it.  Meal was 5 star along with a cozy atmosphere and don't forget the free hot breakfast.  \nThank you Wild Rose Inn staff.  We will be back.",5,positive
2031,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/452211017.html,Wild Rose Inn,"""Thanks, Dennis and Regina, for making the start of our family Christmas in Toronto another great beginning.  Our car is always ready when we arrive back, no matter how much snow has fallen over the holiday, and we enjoy checking in with your family before we leave.  We're happy you chose this place as your home and that you welcome us to share it.",5,positive
2032,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/175305598.html,Wild Rose Inn,"""I was looking for a place to stay for three days in Moncton and I thought that by using Hotwire, I was going to get rooms in an hotel chain. My bad. This is more like a B&B located in the countryside. It is very nice if what you are looking for is a romantic stay or a day on a golf course next door. As you might expect, they will charge you for any extras they can but wont accommodate you or give you a partial refund if, let's say, the air conditioning breaks down during a heat wave.  Don't get me wrong, this is a nice building with nice quiet rooms surrounded by greenery. However, Wild Rose Inn was exactly what I was NOT looking for. Thanks for nothing Hotwire!",3,negative
2033,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/216693841.html,Wild Rose Inn,"""This inn is a lovely getaway. My husband and I spent 5 nights at this country inn and we enjoyed the whole experience. We would definitely return or recommend to our friends, family, and colleagues. \n\nFood: Each morning we were pleasantly greeted by the innkeepers and were asked how our night was. Coffee (served in beautiful bone china teacups with rose designs) and orange juice was promptly served. Each hot, fresh breakfast was served to our table in a timely manner which included a variety of bacon\u002Fsausage, eggs, english muffin\u002Fbread, fresh fruit, cheese, yogurt and a do-nut. Everyday we left completely satisfied and full.\n\nLocation: The location was exactly what we were looking for as it is across from a golf course in the country. The Inn and grounds were beautiful and well kept. It was no more than a 10 minute drive to Moncton and easy to get there. \n\nRoom: We had a studio room (most cost effective room) and it was lovely. The comforter and sheets smelled very clean and the pillows were fluffy. The mattress was very comfortable. There was an older TV in the room, but it worked fine. The fridge had bottled water and pop stocked ($1 each - which is a great deal compared to other places I have been). The in-room coffee was absolutely delicious and they have creamer\u002Fmilk in the fridge instead of nasty \""coffee whitener.\"" There was plenty of storage space and antique furniture. There were a lot of homey touches to the room and decor that added to the \""Vintage-Rose Theme.\"" The bathroom was stocked with amenities and towels and had good lighting. There is air conditioning and heat that you can control yourself. You can hear activity in the halls, but I don't know a hotel where you can't! We really enjoyed how homey and cozy everything was. \n\nThank you to the innkeepers at making our stay so pleasant. They were very attentive to our needs and made our stay an unforgettable experience.",4,positive
2034,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/241244154.html,Wild Rose Inn,"""Great spot. Extra large Suites. Everything as expected. Very quiet and never heard anybody else in the building even though there were  about 13 cars there for the evening. The weekend in Moncton had a concert at the Casino, a Santa Claus Parade and a large Xmas craft show at Coliseum and the whole town was booked with families. After calling 6 sold out hotels, we found this gem on HIPMUNK. Glad we did.  We got a much larger, comfortable, unique room here as compared to the institutional rooms offered at other franchised hotels at 50% more cost. Great value here at the Wild Rose Inn. As mentiuoned by others, breakfast was ok. \nThe only very slight thing I would mention is the bed is a little on the hard side as we are used to the foam top we have at home. Other than that, it was all positve and would definately stay again.",5,positive
2035,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/525581401.html,Wild Rose Inn,"""The chickens are let out every afternoon in the large back yard area.  Breakfast was wonderful - eggs to order, real ham or bacon, fresh fruits, toast, coffee\u002Fteas in a nice dining room.  Antique furniture throughout the place - very homey.  We had the \""basement\"" room: full bath plus spa tub, gas fireplace, frig, coffee maker, AC, free WiFi.  \""shoes off\"".  The room had a bit of a musty smell, and the shower was too small.  Family run - very friendly and helpful.  Across the street from the golf course.",4,positive
2036,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/124992105.html,Wild Rose Inn,"""My husband surprised me with this getaway for Valentime's Day. We were really looking for some nice little jewel, full of romantic atmosphere and friendship\u002Fhospitality. Acturally we really found it at this awesome place!\nWe had a wonderful time at the Wild Rose Inn. The room was gorgeous, the breakfast delicious, and service was so good.\nWe look forward to returning in the summer. We will definately recommend this place to others!",5,positive
2037,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/304700387.html,Wild Rose Inn,"""The Inn is really a remodeled large house, close to the highway without much personality. Well run and clean with lots of parking but one had to navigate lots of decks and steps to finally get to the room. Breakfast was adequate and efficient but no real choices...small tables set up around a kitchen area in the center of the home.\nThere was a seating area outside the room overlookng a large grassy lawn but not much to look at, We think it was an adequate choice for our overnight stay on the way to Nova Scotia. The highlight was getting the suggestion to eat at Little Louis, a wonderful \nrestaurant in an industrial area where we had 7 course gourmet meal. \nWe will always remember Moncton as the place where we were able to locate a dental lab in downtown, with directions from the innkeeper and have my husband's dental bridge repaired in less than two hours for under $50 while we strolled the Tidal Bore downtown. Disaster avoided on the early leg of a vacation,",3,negative
2038,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/389829462.html,Wild Rose Inn,"""Large will decorated room, the decor was outstanding, made us feel like we were staying in a very upscale luxury home! Owners were warm and helpful, full breakfast was tastefully served as you would expect in a four star hotel restaurant. Great value!\nGolf course across the street.\nVery close to the highway!",5,positive
2039,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/258355144.html,Wild Rose Inn,"""Had a kind welcome when I arrived. Place is very clean, warm, and comfortable. The room was uniquely decorated with an at-home kind of feel. Location is in a nice area away from busy streets. Evenings can hear the train in the distance which I loved. Parking was very convenient. Breakfast is served to you and the food is fresh and tasty. You don't leave hungry. It's obvious the couple that runs this place love  what they do and they are very pleasant, upbeat and motivated to make sure you enjoy your stay. I will definitely go back. ",5,positive
2040,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/118667026.html,Wild Rose Inn,"""we came to this inn under friend's spacious recommodation. room was very clean.comfortable. breakfast was rich and delicious. we loved the real fireplace, double jet whirpool. sitting on the private balcony enjoyed wine, overlooked huge yard and listening the music. that was wonderful. we will definitely recommand to friends and we will come again.",5,positive
2041,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/505558465.html,Wild Rose Inn,"""First time in the area and we're delighted to arrive to the Wild Rose Inn! The owners, Regina and Dennis are very welcoming and attentive to guests! Clean and comfortable rooms with old world charm! Very peaceful backyard area with chickens to keep things fun and entertaining! Delicious breakfast to help prepare you for the day.  Short drive to downtown Moncton and surrounding area.  Also Shediac for delicious lobster, a 10 min drive!  Highly recommend!",5,positive
2042,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/381618737.html,Wild Rose Inn,"""Excellent Place a home away from home for the traveller who needs one night or a few nights.  The place is very nice, plenty of free parking.  Playing golf?   there is a golf course across the road.",5,positive
2043,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/220948437.html,Wild Rose Inn,"""Although our stay was very short (got in at 10pm and left at 830 to get to Hopewell Rocks for the tide) we were completely charmed by the room and the hotel. Very quaint and clean. It is close to downtown Moncton but far enough out to be quiet. Wish we could have stayed a little longer.",5,positive
2044,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/295483926.html,Wild Rose Inn,"""The inn has an almost Victorian feel.  We had reservations to stay in an upstairs room, up a fairly steep flight of stairs which would have been somewhat difficult for my husband.  For just a little more we were able to stay in an executive room on the first floor that was very nice--quiet, clean, and comfortable.  The grounds were pretty with lots of \""wild roses.\""  The owners were very accommodating and helpful.  Breakfast was served in the dining area and was adequate.  I would definitely recommend this inn.  The only downside we had was having to go into the main area for the wifi to work.",5,positive
2045,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/124896183.html,Wild Rose Inn,"""Exellent service! beautiful building, worth every penny, good job!\nwhat i like:\nthe room and furnishings are amazing,\nlove the bed,\nfireplace is wonderful,\npeople are very pleasant,\nfood is good.\nlook forward to seeing the roses in bloom.",5,positive
2046,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/192614475.html,Wild Rose Inn,"""I loved that we were upgraded to a better room because the patrons wanted to make our anniversary getaway a bit more special. I loved the free range chickens and the country atmosphere. The patrons were also very helpful when I inquired for ziplock baggies filled with ice for our cooler to keep our thngs cool until we returned home. We are looking forward to making this a usual getaway spot. The coffee was really great and the rooms clean. The only downside was that you could hear everything in the next room. ",5,positive
2047,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/615638851.html,Wild Rose Inn,"""A little bit out of the way of Moncton proper and set in the country next to a golf course, this place has the feeling of a peaceful, quiet and relaxing oasis. The grounds are well kept, and the no-person under 17 rule helps add to that. The \u201Cproblem\u201D, although likely a small one to many people, is that the Inn is very close to a highway and even closer to a main railway line. \n\nOther than the train whistles in the night or highway noises, this place is a perfect place to stay. Just bring ear plugs and you\u2019re all set.",4,positive
2048,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/213631943.html,Wild Rose Inn,"""I deeply enjoy reading negative reviews of a place where we enjoyed our stay. It makes me thankful that I never tried to operate a motel. I gather that most of the negative reviews were of the Wild Rose under previous owners, but a couple were from right around our stay in July 2013. They are hilarious. Train noise? Really? This motel is in a quiet and beautiful country setting, well away from the delightful mournful wail of a train call, though I swear we never heard it. Guess we could complain about that. The hosts were friendly, helpful, and professional especially when they saw I have a gimpy leg and they gave us a better room with easier access. The room was spacious, and wonderfully decorated, though it looked to be difficult to clean with all the decorations. It had a separate outside door that opened onto an extensive lawn and boardwalk deck. Tres picturesque. We didn't hear noise from other rooms etc that some complained about, but there were many other guests. The hot breakfast was excellent, attended by the hosts, obviously home-cooked and with lots of variety. We could complain that there were only scrambled eggs, no sunny side up etc, but we like scrambled and really that complaint was just too funny. I also loved the view, watching golfers bumbling about  doing golf things, amusing and relaxing. The common room areas were welcoming and  one could relax there or out on the extensive decking looking at the diverse plants, lots of roses (rugosa) and daylilies, listening to birds, including chickens. We didn't eat at the restaurant, I can't recall whether there was one, but the host recommended an interesting dining place down the road where we had a good meal. All in all, a comfortable and pleasing place to stay, and I highly recommend it, especially if you like interesting attractive vistas",5,positive
2049,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/167253996.html,Wild Rose Inn,"""We stayed two nights in this hidden germ and did two things. One was to Hopewell Rocks, which was about 45 minutes drive, and the other was to play golf, which was just across the hotel. This country inn is surrounded by different types of rose, and its ground is very clean and tidy.\nWe enjoyed ourselves sitting on the patio under a huge umbrella, drinking wine and looking at the beautiful garden. We even saw some chicken running around at the huge yard. The friendly host told us the eggs in the breakfast were from the free range hem. No wonder the breakfast was so yummy. \nThank you and we will share our memborable experience with our friends.",5,positive
2050,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/295352053.html,Wild Rose Inn,"""Ever summer my husband and I try a  different B+B. At the Auberge Wild Rose Inn, Dennis and Regina go a step beyond great hospitality. Our room was nicely decorated and very clean. With cleaning service every day. We started each morning with a warm welcoming from Dennis and Regina. The full breakfast was a great start to everyday.  On the property there is huge deck and gardens. I truly enjoyed the sweet smell of  a Jasmine tree.  I must say that the Augerge Wild Rose Inn is the best thus far.",5,positive
2051,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/427096600.html,Wild Rose Inn,"""We had a lovely queen room at the front of the inn that was nicely decorated, had lots of space with windows facing the golf course. The room was extremely clean. We found the owners very friendly and helpful and attentive.  Perfect location for my early morning flight.",4,positive
2052,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/233383683.html,Wild Rose Inn,"""We stayed here 3 nights in August while on an extensive tour of the northeast.  The Inn was selected because of its proximity to Hopewell Rocks.  It is like new with modern fixtures, a quiet oasis of lovely flowers and imaginative decor. The cost for our room was quite reasonable.  The innkeepers took care to serve varied breakfasts to guests staying more than one night.  It is evident that the hosts are tireless in their efforts to provide an elegant yet comfortable place to stay.",5,positive
2053,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/118133312.html,Wild Rose Inn,"""We were very pleased with our stay.  Very clean, quiet setting, relaxing with view of golf course, host and hostess were very pleasant,  English breakfast included in our stay far exceed our expectations, evening dinner served in quiet, well decorated diningroom was very personally prepared.  Should we be in the area another time we will definitely consider staying here again.",4,positive
2054,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/405355152.html,Wild Rose Inn,"""My wife and I went here for our anniversary and enjoyed our stay.  The room was specious and very clean.  WiFi worked well and the room had everything that we needed for our stay.  Breakfast was very good.  Felt like a fine hotel except for a towel that could have been softer. ",4,positive
2055,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/123129310.html,Wild Rose Inn,"""From the minute we walked in to the Wild Rose Inn, we knew we wouldn't be disappointed.  \n\nWe stayed in the Honeymoon suite (Room 11) for one night and were really amazed by the room's charm, modernism, openness, and cleanliness.  It had a two-person jacuzzi jet tub and a fireplace right in the room.  It had a comfy king size bed, hardwood floors, a walk-out to a patio (which would be great during the summer months), two large windows, a large bathroom, a huge close with a bar fridge, and a sitting area with a flat screen tv. It was very luxurious.  The room also came with a few of the \""small\"" things that go a long way (i.e. candles on the tub and comfortable bath robes). \n\nThe property itself is very beautiful. and we liked the location. It's away from the city's downtown core but not too far.   \n\nThe owners are very lovely.  They're very courteous and professional, and they seem genuinely  happy you're there.  They seem to take great pride in the Inn.  \n\nAll in all, if you're looking for a peaceful, luxurious getaway, you will find this place will definitely satisfy!  \n\nEnjoy it if you go!  We'll be back!",5,positive
2056,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/181876041.html,Wild Rose Inn,"""We stayed here on the way to Nova Scotia.  Innkeepers were very pleasant and concerned with our comfort.  The full breakfast in the morning was hot, cooked perfectly and served in a timely manner.  The room was very nice and included a fridge, TV, nice bath and a sitting area.  The grounds and room were immaculately clean and nicely decorated.  Dinner was not served at night but there were two small restaurants about a mile down the road, that were adequate.  I would definitely stay here again if we were in the area.",5,positive
2057,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/240368469.html,Wild Rose Inn,"""Wife and I had a great stay here for a weekend. We wanted something a little more romantic and quiet but still close to everything (Christmas shopping). Nicely appointed room with fireplace and jet tub for two...even a candle with matches provided. The free breakfast was nothing special but was still a nice hot breakfast to get your day started.\nBased on everything you get and the location the price was very reasonable.",4,positive
2058,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/226409513.html,Wild Rose Inn,"""This Inn was very comfortable with large rooms and lots of space to sit and relax in the room. The property is quite beautiful and in a bit of a surprise location - the places on the road to the inn looked somewhat rough and it was a pleasant surprise to round the corner and see this beautiful old red building. \n\nI would have preferred a slightly larger selection for breakfast option (scrambled eggs, bacon, toast, fruit, coffee, tea) e.g. egg options or waffles. \n\nThe owners of the inn were very friendly and helpful I felt very comfortable being there.",4,positive
2059,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/700879403.html,Wild Rose Inn,"""After looking at the reviews we decided this would be where we stay in Moncton after visiting the Hopewell Rocks.  We made a really great decision on this.  Check in was easy and the couple running it were very polite.  Our room was excellent and having a jetted tub was helpful after a long day of travelling.  Room had nice decor and character to it that you don't get in the chain hotels. \n\nThe hotel is not in a busy area so very quiet and relaxing.  For golfers there is a course on the other side of the road and for travelers the Trans Canada is literally down the road from the inn.  Breakfast in the morning was excellent, could definitely tell the eggs were fresh.  This was the best place we stayed in during our East Coast trip.  Will definitely look to stay here again when going through Moncton.",5,positive
2060,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/319622630.html,Wild Rose Inn,"""The Innkeeper's were very friendly, the rooms are very spacious and the bed was comfortable.  A few things that could use some attention are: a fan in the bathroom, there was no where to hang a hand towel and the tv only got one channel.  Even though I mention these things we would stay here again!",4,positive
2061,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/52226084.html,Wild Rose Inn,"""seeking high quality inn when doing business in moncton, booked a room online thanks to its four plus star , surprised when in, so pretty with decoration, furniture and bathroom. large size room, super clean, comfortable queen bed, quite environment, enjoyed the spa so much.\nexcellent breakfast and dinner at its attached restaurant. pleasant service. \ntook a chance to play golf just on the opposite side.",5,positive
2062,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/293399676.html,Wild Rose Inn,"""I'm giving this a 3 star not because it was bad but because it was very average. The proprietor did not make us feel at home at all, instead making us wait then promptly shuttling us to the room and barely saying a word to us. The room was kind of grandma-ey and quite dark, and overlooked a parking lot. The location is not good - it takes 20 minutes to get to any restaurants. The room was clean and we slept well and the breakfast was OK (even though they didn't ask about any dietary restrictions so half my meal I couldn't eat). Overall the stay was fine but certainly not a highlight.",3,negative
2063,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/246028017.html,Wild Rose Inn,"""Best place I've stayed to date! Hotel staff were very friendly and polite. Rooms were spotless and a REAL breakfast to top it all off. If you are looking for a quiet luxurious place to stay just outside of the city, this is it!",5,positive
2064,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/511591550.html,Wild Rose Inn,"""This is the second time that we have stayed at the Wild Rose Inn.  Our room was beautifully decorated with comfortable chairs and a big screen TV.  Also there was a gas fireplace for colder evenings.  Our room had a balcony with a table and chairs, looking over the pretty garden and huge grassy backyard.  The bathroom was a good size with a large jacuzzi tub\u002Fshower.  Hairdryer was provided along with an iron and a fridge.  The owners have thought of everything!  Breakfast was delicious....there was an assortment of fresh fruits, yogurts, muffins, bread for toast, cold cereal, tea, coffee, juice.  And we were offered eggs, ham and bacon as well.  We look forward to returning the next time we visit Moncton.",5,positive
2065,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/594262310.html,Wild Rose Inn,"""We spent two nights here.  Hosts were friendly, room was comfortable, internet worked, and breakfast was delicious\u2014fresh fruit and eggs from free range chickens in the back yard! Would definitely stay again!",5,positive
2066,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/327107025.html,Wild Rose Inn,"""I can't believe we'd never heard of this wonderful Inn so close to home until we happened upon it on a web search. If you are looking for an Inn like they were meant to be, where guests are individually welcomed, not just processed thru, where each room is uniquely and tastefully appointed, not just another box in another town, where the owners personally greet you and escort you to your accommodations, in a quiet country setting where you can't believe you are minutes from the airport, city, golf, shopping, even beaches and all the usual sites without paying thru the nose, then the Wild Rose Inn is definitely for you. This Inn has changed how we will search for accommodations from now on. WoW!  ",5,positive
2067,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/175537607.html,Wild Rose Inn,"""I reasearched on line before booking this Inn. My husband and I stayed for two night over the long week end. We were very pleased with everything from check in to the morning we left. We were pleased with the room. The bed was comfortable and we didnt hear alot of noise , which was surprising since the Inn was booked at its capacity for the Labor Day week end.  We found the hosts to be friendly and we felt very relaxed here.  There is a small bar fridge in the room with 2 wine glasses and 2 water glasses, water and soda is also there for a charge of $1.00 ice is available in the lobby area.  \nIt is across from a golf course, which is also convenient.  Downtown Moncton is only 7 minutes away.\nBreakfast was served between 8 am and 9 30  it was a full hot breakfast that left us satisfied to start our day.  First day we had two strips of bacon w sausage  scrambled eggs croissant  butter jams etc  also yogurt and fresh fruit  coffe\u002F tea  and orange juice. Second morning we had two strips bacon, hash brown, toast, eggs , orange juice and coffee, with grapes and watermelon and yogurt.  Everything was served hot and fresh. No complaints at all.  Place was spotlessly clean.\nWe would definately come back and stay again the next time we are in the Moncton area.  I would recommend this to friends and family without hesitation.  Unless you are one of those people who will always find some small thing to complain about in life  , you will enjoy this family run Inn.",5,positive
2068,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/305100750.html,Wild Rose Inn,"""We stayed here two separate nights on our way to and from Newfoundland.  On our first nights stay our room had been upgraded slightly which was nice.  Both rooms we stayed in were on the large size...quite roomy....both could use some up-dating in regards to some of the furnishing but they were both very clean and the beds were comfortable.  Breakfast in the morning was the same at both stays, two slices of bacon, two pieces of toast, scrambled eggs which were thin and dry, a container of yogurt and a small piece of fruit, coffee and juice, so nothing special but adequate.  Owners were very friendly and accommodating.  One thing we found a bit odd was scattered throughout the house were Christmas items.  Price was excellent and we would probably stay again if passing through Moncton.",3,negative
2069,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/180810528.html,Wild Rose Inn,"""The room was large and comfortable. Breakfast is only served between 8am and 9:30am. Room had a few lady bugs and a spider that I liberated to the outdoors. Shower head was not fastened inside the wall so it was difficult to adjust. Bathroom had a musty smell. Walls were thin enough to hear conversations in adjacent rooms. Trains went by each night around midnight blowing their horn at the nearby intersection. Breakfast was ok, but only the egg was warm. Toast, sausage, and bacon were cold. Orange juice and coffee we're delicious. We had to pay for the room upon arrival, rather than on departure. The bed was terribly firm and sloped on one side, very uncomfortable.\n\nNevertheless, the room was spacious. Seems most have a private entrance off the back deck. Large spa tubs for two, even when not corner tubs. Romantic candle and propane fireplaces in the room. Beautiful chairs for sitting, as well as a bistro set on the patio. The chickens that roam free in the backyard were very charming. Right across from a golf course. Very quick drive to Crystal Palace\u002FChamplain Place\u002FDowntown Moncton.\n\nAll in all a very confusing stay. Some good things, some bad. Just be aware of some of the nuisances you may encounter. Others obviously didn't mind give the  reviews here and I wouldn't say the place was bad. It's just not quite what you expect from the online advertising and many of the reviews here. I would give it some serious thought before staying here again.",3,negative
2070,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/705425669.html,Wild Rose Inn,"""On my trip through the maritimes I made this my starting and ending location. Wonderful location. It's close to the airport but far enough away to be in the country. The hosts are wonderful. Friendly, helpful and accommodating. Dennis our host was kind enough to upgrade our room once I told him my husband had trouble with  stairs. He gave us a beautiful suite on the main level for both nights we were there. We had a delicious breakfast both times and when ever I asked for dinner recommendations he was quick to give us ideas. We took his advice on both occasions and they turned out to be wonderful choices and just what we were looking for. The room was very pleasant and comfortable with old world charm. A very quiet and delightful inn. It provided everything we could have wished for. I would certainly recommend this Inn to anyone. ",5,positive
2071,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/198763293.html,Wild Rose Inn,"""My wife and I spent our first night away from kids in almost four years here. The room was comfortable and the value was really good overall. My wife found the decor a bit eclectic but I think it was meant to be a reflection of the owners' experience and to provoke questions\u002Fconversation. We were in the cheapest rooms but the jet tub was great and there were a few nice touches (like the iPod dock). \n\nWe'd stay there again if we needed a place in the area :)",4,positive
2072,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/438869915.html,Wild Rose Inn,"""We were very impressed with the Wild Rose Inn.  Conveniently located a few minutes off the highway, it was ideally situated close enough to the shopping and far away so you could get away from it too.  It is a lovely, well-kept property with very kind owners.  Upon arrival, we were presented with a box of chocolates, as a birthday token.  The room was spacious, very clean, with a very comfortable bed.  Everything worked just fine, including the fireplace which provided a cozy ambiance.  Breakfast was served piping hot and was delicious.  Refreshing to see the chickens at the back of the property, and hence the tasty fresh eggs for breakfast.  The owners were very kind and friendly and seemed genuinely interested in making our stay a very pleasant one.  We definitely enjoyed our stay and would recommend this place to our friends.",5,positive
2073,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/217250816.html,Wild Rose Inn,"""Nice location in the countryside.  Our room was clean and the breakfasts were good (although it appears that different breakfasts are cooked for guests based on the day of your stay, which must be confusing to manage).  We stay at Bed & Breakfasts quite often and would have a couple of suggestions for the owners.  Most of the places we have stayed have afternoon tea or something else (cookies) welcoming when you check in, or an inexpensive bottle of wine in the room.  The house\u002Froom has mixed decor; traditional with Asian accents, which is odd.  We had bathroom plumbing issues that should be repaired.  We were not troubled by train noise, and the owners were very helpful and friendly.",4,positive
2074,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/750655133.html,Wild Rose Inn,"""We stayed here 3 nights for our 30th Anniversary, to a place to celebrate quietly. Even though March is still cold, the reception we received from the host Dennis and Regina warmed us from inside out. We love the reception area, the hot breakfast and most of all the fine china tea and coffee sets.\n\nOur room is spacious while very cozy, clean and romantic. We love the classic furniture and the bed is very very comfortable. Our previous stop was Quebec City and we stayed at the Fairmont Chateau Frontenac, of course that was a very nice hotel, but the classic and coziness is comparable and the price at Wild Rose Inn is less than 1\u002F3 of Chateau Frontenac, what a value!",5,positive
2075,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/629197/285463347.html,Wild Rose Inn,"""It had a home feel because the building had a well kept up older look. It felt homey and it was a beautiful place! The staff care so much about their guests and that alone made a good impression of the hotel. Nothing but good things!",5,positive
